latitude,longitude,depth
35.152910,129.131930,0.87
35.152910,129.132040,1.23
35.152910,129.132150,1.51
35.152910,129.132260,1.68
35.152910,129.132370,1.74
35.152910,129.132480,1.68
35.152910,129.132590,1.51
35.152910,129.132700,1.23
35.152910,129.132810,0.87
35.152910,129.132920,1.22
35.152910,129.133030,0.86
35.152910,129.133140,2.28
35.152910,129.133250,3.51
35.152910,129.133360,4.06
35.152910,129.133470,3.51
35.152910,129.133580,2.28
35.152910,129.133690,1.47
35.152910,129.133800,2.71
35.152910,129.133910,3.55
35.152910,129.134020,3.84
35.152820,129.134020,3.55
35.152820,129.133910,3.16
35.152820,129.133800,2.18
35.152820,129.133690,2.28
35.152820,129.133580,3.51
35.152820,129.133470,4.54
35.152820,129.133360,4.97
35.152820,129.133250,4.54
35.152820,129.133140,3.51
35.152820,129.133030,2.28
35.152820,129.132920,0.00
35.152820,129.132810,0.69
35.152820,129.132700,1.07
35.152820,129.132590,1.38
35.152820,129.132480,1.60
35.152820,129.132370,1.68
35.152820,129.132260,1.60
35.152820,129.132150,1.38
35.152820,129.132040,1.07
35.152820,129.131930,0.69
35.152730,129.131930,0.32
35.152730,129.132040,0.69
35.152730,129.132150,1.07
35.152730,129.132260,1.38
35.152730,129.132370,1.51
35.152730,129.132480,1.38
35.152730,129.132590,0.73
35.152730,129.132700,0.69
35.152730,129.132810,0.32
35.152730,129.132920,2.28
35.152730,129.133030,3.51
35.152730,129.133140,4.54
35.152730,129.133250,5.26
35.152730,129.133360,5.54
35.152730,129.133470,5.26
35.152730,129.133580,4.54
35.152730,129.133690,3.51
35.152730,129.133800,2.28
35.152730,129.133910,0.00
35.152730,129.134020,2.71
35.152640,129.134020,0.00
35.152640,129.133910,1.49
35.152640,129.133800,2.87
35.152640,129.133690,4.06
35.152640,129.133580,4.97
35.152640,129.133470,5.54
35.152640,129.133360,5.74
35.152640,129.133250,5.54
35.152640,129.133140,4.97
35.152640,129.133030,4.06
35.152640,129.132920,2.87
35.152640,129.132810,1.49
35.152640,129.132700,0.32
35.152640,129.132590,0.69
35.152640,129.132480,0.76
35.152640,129.132370,1.23
35.152640,129.132260,1.07
35.152640,129.132150,0.69
35.152640,129.132040,0.32
35.152640,129.131930,0.00
35.152550,129.131930,0.80
35.152550,129.132040,0.00
35.152550,129.132150,0.32
35.152550,129.132260,0.69
35.152550,129.132370,0.87
35.152550,129.132480,0.69
35.152550,129.132590,0.32
35.152550,129.132700,0.00
35.152550,129.132810,1.05
35.152550,129.132920,2.28
35.152550,129.133030,3.51
35.152550,129.133140,4.54
35.152550,129.133250,5.26
35.152550,129.133360,5.54
35.152550,129.133470,5.26
35.152550,129.133580,4.54
35.152550,129.133690,3.51
35.152550,129.133800,2.28
35.152550,129.133910,2.18
35.152550,129.134020,0.00
35.152460,129.134020,2.68
35.152460,129.133910,3.09
35.152460,129.133800,2.68
35.152460,129.133690,2.28
35.152460,129.133580,3.51
35.152460,129.133470,4.54
35.152460,129.133360,4.97
35.152460,129.133250,4.54
35.152460,129.133140,3.51
35.152460,129.133030,2.28
35.152460,129.132920,1.05
35.152460,129.132810,0.00
35.152460,129.132700,0.82
35.152460,129.132590,0.00
35.152460,129.132480,0.32
35.152460,129.132370,0.45
35.152460,129.132260,0.32
35.152460,129.132150,0.00
35.152460,129.132040,0.56
35.152460,129.131930,0.24
35.152370,129.131930,0.78
35.152370,129.132040,0.54
35.152370,129.132150,0.21
35.152370,129.132260,0.00
35.152370,129.132370,0.00
35.152370,129.132480,0.00
35.152370,129.132590,0.84
35.152370,129.132700,0.06
35.152370,129.132810,0.77
35.152370,129.132920,0.00
35.152370,129.133030,1.05
35.152370,129.133140,2.28
35.152370,129.133250,3.51
35.152370,129.133360,4.06
35.152370,129.133470,3.51
35.152370,129.133580,2.28
35.152370,129.133690,2.68
35.152370,129.133800,3.45
35.152370,129.133910,3.75
35.152370,129.134020,3.45
35.152280,129.134020,4.01
35.152280,129.133910,4.22
35.152280,129.133800,4.01
35.152280,129.133690,3.45
35.152280,129.133580,2.68
35.152280,129.133470,2.28
35.152280,129.133360,2.87
35.152280,129.133250,2.28
35.152280,129.133140,1.05
35.152280,129.133030,0.00
35.152280,129.132920,0.00
35.152280,129.132810,0.86
35.152280,129.132700,0.14
35.152280,129.132590,0.16
35.152280,129.132480,0.65
35.152280,129.132370,0.88
35.152280,129.132260,0.13
35.152280,129.132150,0.55
35.152280,129.132040,0.01
35.152280,129.131930,0.28
35.152190,129.131930,0.52
35.152190,129.132040,0.29
35.152190,129.132150,0.09
35.152190,129.132260,0.53
35.152190,129.132370,0.06
35.152190,129.132480,0.92
35.152190,129.132590,0.02
35.152190,129.132700,0.26
35.152190,129.132810,0.00
35.152190,129.132920,3.40
35.152190,129.133030,4.80
35.152190,129.133140,3.40
35.152190,129.133250,1.05
35.152190,129.133360,1.49
35.152190,129.133470,2.18
35.152190,129.133580,3.09
35.152190,129.133690,3.78
35.152190,129.133800,4.22
35.152190,129.133910,4.37
35.152190,129.134020,4.22
35.152100,129.134020,4.01
35.152100,129.133910,4.22
35.152100,129.133800,4.01
35.152100,129.133690,3.45
35.152100,129.133580,2.68
35.152100,129.133470,1.74
35.152100,129.133360,0.00
35.152100,129.133250,3.40
35.152100,129.133140,7.14
35.152100,129.133030,8.88
35.152100,129.132920,7.14
35.152100,129.132810,3.40
35.152100,129.132700,0.00
35.152100,129.132590,0.60
35.152100,129.132480,0.65
35.152100,129.132370,0.54
35.152100,129.132260,0.90
35.152100,129.132150,0.08
35.152100,129.132040,0.65
35.152100,129.131930,0.26
35.152010,129.131930,0.62
35.152010,129.132040,0.87
35.152010,129.132150,0.94
35.152010,129.132260,0.28
35.152010,129.132370,0.63
35.152010,129.132480,0.17
35.152010,129.132590,0.00
35.152010,129.132700,3.40
35.152010,129.132810,7.14
35.152010,129.132920,10.33
35.152010,129.133030,11.60
35.152010,129.133140,10.33
35.152010,129.133250,7.14
35.152010,129.133360,3.40
35.152010,129.133470,0.00
35.152010,129.133580,1.74
35.152010,129.133690,2.68
35.152010,129.133800,3.45
35.152010,129.133910,3.78
35.152010,129.134020,3.45
35.151920,129.134020,2.68
35.151920,129.133910,3.09
35.151920,129.133800,2.68
35.151920,129.133690,1.74
35.151920,129.133580,0.80
35.151920,129.133470,0.00
35.151920,129.133360,4.80
35.151920,129.133250,8.88
35.151920,129.133140,11.60
35.151920,129.133030,12.55
35.151920,129.132920,11.60
35.151920,129.132810,8.88
35.151920,129.132700,4.80
35.151920,129.132590,0.00
35.151920,129.132480,0.85
35.151920,129.132370,0.88
35.151920,129.132260,0.53
35.151920,129.132150,0.51
35.151920,129.132040,0.71
35.151920,129.131930,0.42
35.151830,129.131930,0.32
35.151830,129.132040,0.73
35.151830,129.132150,0.98
35.151830,129.132260,0.79
35.151830,129.132370,0.75
35.151830,129.132480,0.98
35.151830,129.132590,0.00
35.151830,129.132700,3.40
35.151830,129.132810,7.14
35.151830,129.132920,10.33
35.151830,129.133030,11.60
35.151830,129.133140,10.33
35.151830,129.133250,7.14
35.151830,129.133360,3.40
35.151830,129.133470,0.00
35.151830,129.133580,0.00
35.151830,129.133690,0.80
35.151830,129.133800,1.74
35.151830,129.133910,2.18
35.151830,129.134020,1.74
35.151740,129.134020,0.80
35.151740,129.133910,1.13
35.151740,129.133800,0.80
35.151740,129.133690,0.00
35.151740,129.133580,0.58
35.151740,129.133470,0.70
35.151740,129.133360,0.00
35.151740,129.133250,3.40
35.151740,129.133140,7.14
35.151740,129.133030,8.88
35.151740,129.132920,7.14
35.151740,129.132810,3.40
35.151740,129.132700,0.00
35.151740,129.132590,0.51
35.151740,129.132480,0.32
35.151740,129.132370,0.37
35.151740,129.132260,0.30
35.151740,129.132150,0.72
35.151740,129.132040,0.75
35.151740,129.131930,0.30
35.151650,129.131930,0.46
35.151650,129.132040,0.06
35.151650,129.132150,0.71
35.151650,129.132260,0.01
35.151650,129.132370,0.85
35.151650,129.132480,0.25
35.151650,129.132590,0.38
35.151650,129.132700,0.13
35.151650,129.132810,0.00
35.151650,129.132920,3.40
35.151650,129.133030,4.80
35.151650,129.133140,3.40
35.151650,129.133250,0.00
35.151650,129.133360,1.00
35.151650,129.133470,0.21
35.151650,129.133580,0.90
35.151650,129.133690,0.94
35.151650,129.133800,0.00
35.151650,129.133910,0.00
35.151650,129.134020,0.00
35.151560,129.134020,0.54
35.151560,129.133910,0.89
35.151560,129.133800,0.67
35.151560,129.133690,0.37
35.151560,129.133580,0.89
35.151560,129.133470,0.19
35.151560,129.133360,0.95
35.151560,129.133250,0.97
35.151560,129.133140,0.00
35.151560,129.133030,0.00
35.151560,129.132920,0.00
35.151560,129.132810,0.10
35.151560,129.132700,0.78
35.151560,129.132590,0.55
35.151560,129.132480,0.57
35.151560,129.132370,0.49
35.151560,129.132260,0.74
35.151560,129.132150,0.29
35.151560,129.132040,0.78
35.151560,129.131930,0.82
