latitude,longitude,depth
110,112,0.29
110,113,0.00
110,114,0.63
110,115,0.88
110,116,0.63
110,117,0.00
110,118,0.78
110,119,0.89
111,100,0.47
111,101,0.39
111,102,0.87
111,103,0.00
111,104,2.96
111,105,4.19
111,106,2.96
111,107,0.00
111,108,0.57
111,109,0.23
111,110,0.79
111,111,0.84
111,112,0.00
111,113,0.63
111,114,1.36
111,115,1.71
111,116,1.36
111,117,0.63
111,118,0.00
111,119,0.92
112,100,0.32
112,101,0.65
112,102,0.33
112,103,0.54
112,104,0.00
112,105,0.00
112,106,0.00
112,107,0.85
112,108,0.60
112,109,0.93
112,110,0.78
112,111,0.00
112,112,0.63
112,113,1.36
112,114,2.09
112,115,2.42
112,116,2.09
112,117,1.36
112,118,0.63
112,119,0.00
113,100,0.39
113,101,0.05
113,102,0.90
113,103,0.21
113,104,0.00
113,105,0.00
113,106,0.00
113,107,0.89
113,108,0.57
113,109,0.65
113,110,0.00
113,111,0.63
113,112,1.36
113,113,2.09
113,114,2.70
113,115,2.96
113,116,2.70
113,117,2.09
113,118,1.36
113,119,0.63
114,100,0.71
114,101,0.89
114,102,0.65
114,103,0.00
114,104,0.37
114,105,0.53
114,106,0.37
114,107,0.00
114,108,0.48
114,109,0.00
114,110,0.63
114,111,1.36
114,112,2.09
114,113,2.70
114,114,3.14
114,115,3.30
114,116,3.14
114,117,2.70
114,118,2.09
114,119,1.36
115,100,0.90
115,101,0.89
115,102,0.00
115,103,0.37
115,104,0.81
115,105,1.02
115,106,0.81
115,107,0.37
115,108,0.00
115,109,0.00
115,110,0.88
115,111,1.71
115,112,2.42
115,113,2.96
115,114,3.30
115,115,3.42
115,116,3.30
115,117,2.96
115,118,2.42
115,119,1.71
116,100,0.76
116,101,0.00
116,102,0.37
116,103,0.81
116,104,1.25
116,105,1.45
116,106,1.25
116,107,0.81
116,108,0.37
116,109,0.00
116,110,0.63
116,111,1.36
116,112,2.09
116,113,2.70
116,114,3.14
116,115,3.30
116,116,3.14
116,117,2.70
116,118,2.09
116,119,1.36
117,100,0.00
117,101,0.37
117,102,0.81
117,103,1.25
117,104,1.62
117,105,1.77
117,106,1.62
117,107,1.25
117,108,0.81
117,109,0.37
117,110,0.00
117,111,0.63
117,112,1.36
117,113,2.09
117,114,2.70
117,115,2.96
117,116,2.70
117,117,2.09
117,118,1.36
117,119,0.63
118,100,0.37
118,101,0.81
118,102,1.25
118,103,1.62
118,104,1.88
118,105,1.98
118,106,1.88
118,107,1.62
118,108,1.25
118,109,0.81
118,110,0.37
118,111,0.00
118,112,0.63
118,113,1.36
118,114,2.09
118,115,2.42
118,116,2.09
118,117,1.36
118,118,0.63
118,119,0.00
119,100,0.53
119,101,1.02
119,102,1.45
119,103,1.77
119,104,1.98
119,105,2.05
119,106,1.98
119,107,1.77
119,108,1.45
119,109,1.02
119,110,0.53
119,111,0.00
119,112,0.00
119,113,0.63
119,114,1.36
119,115,1.71
119,116,1.36
119,117,0.63
119,118,0.00
119,119,0.99
